userName;score;at;content;CaseFolding;Cleaning;Tokenizing;Formalisasi;WithoutStopwords;Stemming;Label
Pengguna Google;5;2026-01-09 10:58:56;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
BOSKI OKI;5;2025-12-29 00:49:31;"sangat membantu mempermudah perubahan data dan tampilan menu nya juga bagus;";"sangat membantu mempermudah perubahan data dan tampilan menu nya juga bagus;";sangat membantu mempermudah perubahan data dan tampilan menu nya juga bagus;['sangat', 'membantu', 'mempermudah', 'perubahan', 'data', 'dan', 'tampilan', 'menu', 'nya', 'juga', 'bagus'];['sangat', 'membantu', 'mempermudah', 'perubahan', 'data', 'dan', 'tampilan', 'menu', 'nya', 'juga', 'bagus'];['membantu', 'mempermudah', 'perubahan', 'data', 'tampilan', 'menu', 'nya', 'bagus'];['bantu', 'mudah', 'ubah', 'data', 'tampil', 'menu', 'nya', 'bagus'];Positif
Pengguna Google;1;2026-01-05 02:44:34;"captcha Lo muter2..ga tampil;";"captcha lo muter2..ga tampil;";captcha Lo muter ga tampil;['captcha', 'Lo', 'muter', 'ga', 'tampil'];['captcha', 'Lo', 'muter', 'ga', 'tampil'];['captcha', 'Lo', 'muter', 'ga', 'tampil'];['captcha', 'lo', 'muter', 'ga', 'tampil'];Netral
Pengguna Google;5;2025-12-30 10:46:11;"overall its OK;";"overall its ok;";overall its OK;['overall', 'its', 'OK'];['overall', 'its', 'OK'];['overall', 'its', 'OK'];['overall', 'its', 'ok'];Netral
Risalatul 23;2;2025-12-29 05:09:55;"aku mau tambah peserta ga bisa ngetik nik nya ga bisa di pencet gimana mau nambah peserta;";"aku mau tambah peserta ga bisa ngetik nik nya ga bisa di pencet gimana mau nambah peserta;";aku mau tambah peserta ga bisa ngetik nik nya ga bisa di pencet gimana mau nambah peserta;['aku', 'mau', 'tambah', 'peserta', 'ga', 'bisa', 'ngetik', 'nik', 'nya', 'ga', 'bisa', 'di', 'pencet', 'gimana', 'mau', 'nambah', 'peserta'];['aku', 'mau', 'tambah', 'peserta', 'ga', 'bisa', 'ngetik', 'nik', 'nya', 'ga', 'bisa', 'di', 'pencet', 'gimana', 'mau', 'nambah', 'peserta'];['peserta', 'ga', 'ngetik', 'nik', 'nya', 'ga', 'pencet', 'gimana', 'nambah', 'peserta'];['serta', 'ga', 'ngetik', 'nik', 'nya', 'ga', 'pencet', 'gimana', 'nambah', 'serta'];Netral
Pengguna Google;5;2026-01-14 12:51:54;"sangat membantu kami untuk berobat;";"sangat membantu kami untuk berobat;";sangat membantu kami untuk berobat;['sangat', 'membantu', 'kami', 'untuk', 'berobat'];['sangat', 'membantu', 'kami', 'untuk', 'berobat'];['membantu', 'berobat'];['bantu', 'obat'];Positif
Nadia Septi;1;2025-12-29 02:43:55;"tidak bisa login karena lupa kata sandi. Sudah verivikasi melalui sms tapi katanya permintaan belum dapat di proses. sudah lebih dari 3 bulan begini terus;";"tidak bisa login karena lupa kata sandi. sudah verivikasi melalui sms tapi katanya permintaan belum dapat di proses. sudah lebih dari 3 bulan begini terus;";tidak bisa login karena lupa kata sandi Sudah verivikasi melalui sms tapi katanya permintaan belum dapat di proses sudah lebih dari bulan begini terus;['tidak', 'bisa', 'login', 'karena', 'lupa', 'kata', 'sandi', 'Sudah', 'verivikasi', 'melalui', 'sms', 'tapi', 'katanya', 'permintaan', 'belum', 'dapat', 'di', 'proses', 'sudah', 'lebih', 'dari', 'bulan', 'begini', 'terus'];['tidak', 'bisa', 'login', 'karena', 'lupa', 'kata', 'sandi', 'Sudah', 'verivikasi', 'melalui', 'sms', 'tapi', 'katanya', 'permintaan', 'belum', 'dapat', 'di', 'proses', 'sudah', 'lebih', 'dari', 'bulan', 'begini', 'terus'];['login', 'lupa', 'sandi', 'Sudah', 'verivikasi', 'sms', 'permintaan', 'proses'];['login', 'lupa', 'sandi', 'sudah', 'verivikasi', 'sms', 'minta', 'proses'];Negatif
Pengguna Google;3;2026-01-17 00:26:33;"tidak bisa mengambil tangkapan layar milah hitam tidak jelas. bagaimana bisa di frint jika tidak ada screen shot biasa untuk tiket antrian kontrol ke RS imanuel bandung. tolong di perbaiki;";"tidak bisa mengambil tangkapan layar milah hitam tidak jelas. bagaimana bisa di frint jika tidak ada screen shot biasa untuk tiket antrian kontrol ke rs imanuel bandung. tolong di perbaiki;";tidak bisa mengambil tangkapan layar milah hitam tidak jelas bagaimana bisa di frint jika tidak ada screen shot biasa untuk tiket antrian kontrol ke RS imanuel bandung tolong di perbaiki;['tidak', 'bisa', 'mengambil', 'tangkapan', 'layar', 'milah', 'hitam', 'tidak', 'jelas', 'bagaimana', 'bisa', 'di', 'frint', 'jika', 'tidak', 'ada', 'screen', 'shot', 'biasa', 'untuk', 'tiket', 'antrian', 'kontrol', 'ke', 'RS', 'imanuel', 'bandung', 'tolong', 'di', 'perbaiki'];['tidak', 'bisa', 'mengambil', 'tangkapan', 'layar', 'milah', 'hitam', 'tidak', 'jelas', 'bagaimana', 'bisa', 'di', 'frint', 'jika', 'tidak', 'ada', 'screen', 'shot', 'biasa', 'untuk', 'tiket', 'antrian', 'kontrol', 'ke', 'RS', 'imanuel', 'bandung', 'tolong', 'di', 'perbaiki'];['mengambil', 'tangkapan', 'layar', 'milah', 'hitam', 'frint', 'screen', 'shot', 'tiket', 'antrian', 'kontrol', 'RS', 'imanuel', 'bandung', 'tolong', 'perbaiki'];['ambil', 'tangkap', 'layar', 'mi', 'hitam', 'frint', 'screen', 'shot', 'tiket', 'antri', 'kontrol', 'rs', 'imanuel', 'bandung', 'tolong', 'baik'];Netral
Pengguna Google;1;2026-01-05 03:41:39;"aplikasi buruuuuk! mau dipake buat check in berobat gak bisa! sekalinya bisa log in gak bisa buka data antrean setelah itu tiba2 logout sendiri dan gak bisa log in lagi!;";"aplikasi buruuuuk! mau dipake buat check in berobat gak bisa! sekalinya bisa log in gak bisa buka data antrean setelah itu tiba2 logout sendiri dan gak bisa log in lagi!;";aplikasi buruk mau dipake buat check in berobat gak bisa sekalinya bisa log in gak bisa buka data antrean setelah itu tiba logout sendiri dan gak bisa log in lagi;['aplikasi', 'buruk', 'mau', 'dipake', 'buat', 'check', 'in', 'berobat', 'gak', 'bisa', 'sekalinya', 'bisa', 'log', 'in', 'gak', 'bisa', 'buka', 'data', 'antrean', 'setelah', 'itu', 'tiba', 'logout', 'sendiri', 'dan', 'gak', 'bisa', 'log', 'in', 'lagi'];['aplikasi', 'buruk', 'mau', 'dipake', 'buat', 'check', 'in', 'berobat', 'tidak', 'bisa', 'sekalinya', 'bisa', 'log', 'in', 'tidak', 'bisa', 'buka', 'data', 'antrean', 'setelah', 'itu', 'tiba', 'logout', 'sendiri', 'dan', 'tidak', 'bisa', 'log', 'in', 'lagi'];['aplikasi', 'buruk', 'dipake', 'check', 'in', 'berobat', 'gak', 'sekalinya', 'log', 'in', 'gak', 'buka', 'data', 'antrean', 'logout', 'gak', 'log', 'in'];['aplikasi', 'buruk', 'dipake', 'check', 'in', 'obat', 'gak', 'sekali', 'log', 'in', 'gak', 'buka', 'data', 'antre', 'logout', 'gak', 'log', 'in'];Negatif
Pengguna Google;5;2026-01-11 12:45:26;"mulanya sy blm paham ..tp skrg sdh bs mengunakannya..sangat mudah utk daftar ambil nomer antrian ke Rumah sakit yg dituju tanpa hrs antri diloket..pendaftaran👍👃;";"mulanya sy blm paham ..tp skrg sdh bs mengunakannya..sangat mudah utk daftar ambil nomer antrian ke rumah sakit yg dituju tanpa hrs antri diloket..pendaftaran👍👃;";mulanya sy blm paham tp skrg sdh bs mengunakannya sangat mudah utk daftar ambil nomer antrian ke Rumah sakit yg dituju tanpa hrs antri diloket pendaftaran;['mulanya', 'sy', 'blm', 'paham', 'tp', 'skrg', 'sdh', 'bs', 'mengunakannya', 'sangat', 'mudah', 'utk', 'daftar', 'ambil', 'nomer', 'antrian', 'ke', 'Rumah', 'sakit', 'yg', 'dituju', 'tanpa', 'hrs', 'antri', 'diloket', 'pendaftaran'];['mulanya', 'saya', 'belum', 'paham', 'tapi', 'sekarang', 'sudah', 'bisa', 'mengunakannya', 'sangat', 'mudah', 'untuk', 'daftar', 'ambil', 'nomer', 'antrian', 'ke', 'Rumah', 'sakit', 'yang', 'dituju', 'tanpa', 'hrs', 'antri', 'diloket', 'pendaftaran'];['sy', 'blm', 'paham', 'tp', 'skrg', 'sdh', 'bs', 'mengunakannya', 'mudah', 'utk', 'daftar', 'ambil', 'nomer', 'antrian', 'Rumah', 'sakit', 'dituju', 'hrs', 'antri', 'diloket', 'pendaftaran'];['sy', 'blm', 'paham', 'tp', 'skrg', 'sdh', 'bs', 'mengunakannya', 'mudah', 'utk', 'daftar', 'ambil', 'nomer', 'antri', 'rumah', 'sakit', 'tuju', 'hrs', 'antri', 'loket', 'daftar'];Positif
Patria Yudha;5;2025-12-26 10:08:09;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-07 11:51:15;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-05 09:02:38;"lebih mudah dan sangat membantu;";"lebih mudah dan sangat membantu;";lebih mudah dan sangat membantu;['lebih', 'mudah', 'dan', 'sangat', 'membantu'];['lebih', 'mudah', 'dan', 'sangat', 'membantu'];['mudah', 'membantu'];['mudah', 'bantu'];Positif
Pengguna Google;1;2026-01-05 02:43:55;"aplikasi sampah gabisa login capcha gak muncul2 !!!;";"aplikasi sampah gabisa login capcha gak muncul2 !!!;";aplikasi sampah gabisa login capcha gak muncul;['aplikasi', 'sampah', 'gabisa', 'login', 'capcha', 'gak', 'muncul'];['aplikasi', 'sampah', 'gabisa', 'login', 'capcha', 'tidak', 'muncul'];['aplikasi', 'sampah', 'gabisa', 'login', 'capcha', 'gak', 'muncul'];['aplikasi', 'sampah', 'gabisa', 'login', 'capcha', 'gak', 'muncul'];Netral
mei kar;5;2025-12-28 08:39:12;"Bersyukur bangat ada Mobile JKN;";"bersyukur bangat ada mobile jkn;";Bersyukur bangat ada Mobile JKN;['Bersyukur', 'bangat', 'ada', 'Mobile', 'JKN'];['Bersyukur', 'bangat', 'ada', 'Mobile', 'JKN'];['Bersyukur', 'bangat', 'Mobile', 'JKN'];['syukur', 'bangat', 'mobile', 'jkn'];Netral
Pengguna Google;5;2026-01-22 02:17:23;"gampang digunakan;";"gampang digunakan;";gampang digunakan;['gampang', 'digunakan'];['gampang', 'digunakan'];['gampang'];['gampang'];Netral
Pengguna Google;5;2026-01-14 02:53:13;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Azkha Danial;1;2025-12-29 04:08:11;"tidak bisa daftar. pas bagian izinkan selalu keluar terus. harus ulang daftar lagi. gt aja ampe tahun depan;";"tidak bisa daftar. pas bagian izinkan selalu keluar terus. harus ulang daftar lagi. gt aja ampe tahun depan;";tidak bisa daftar pas bagian izinkan selalu keluar terus harus ulang daftar lagi gt aja ampe tahun depan;['tidak', 'bisa', 'daftar', 'pas', 'bagian', 'izinkan', 'selalu', 'keluar', 'terus', 'harus', 'ulang', 'daftar', 'lagi', 'gt', 'aja', 'ampe', 'tahun', 'depan'];['tidak', 'bisa', 'daftar', 'tepat', 'bagian', 'izinkan', 'selalu', 'keluar', 'terus', 'harus', 'ulang', 'daftar', 'lagi', 'gt', 'saja', 'ampe', 'tahun', 'depan'];['daftar', 'pas', 'izinkan', 'ulang', 'daftar', 'gt', 'aja', 'ampe'];['daftar', 'pas', 'izin', 'ulang', 'daftar', 'gt', 'aja', 'ampe'];Negatif
Pengguna Google;5;2026-01-19 14:53:51;"sangat membantu 👍🏻;";"sangat membantu 👍🏻;";sangat membantu ;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-20 07:46:31;"bru saja update faskes..smoga tgl 1 nnti udh bisa digunakan..;";"bru saja update faskes..smoga tgl 1 nnti udh bisa digunakan..;";bru saja update faskes smoga tgl nnti udh bisa digunakan;['bru', 'saja', 'update', 'faskes', 'smoga', 'tgl', 'nnti', 'udh', 'bisa', 'digunakan'];['bru', 'saja', 'update', 'faskes', 'smoga', 'tanggal', 'nnti', 'sudah', 'bisa', 'digunakan'];['bru', 'update', 'faskes', 'smoga', 'tgl', 'nnti', 'udh'];['bru', 'update', 'faskes', 'smoga', 'tgl', 'nnti', 'udh'];Netral
Pengguna Google;5;2025-12-31 05:49:50;"mudah digunakan;";"mudah digunakan;";mudah digunakan;['mudah', 'digunakan'];['mudah', 'digunakan'];['mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-12 00:06:57;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Barep Cok;5;2025-12-23 09:26:52;"mobile JKN mantap;";"mobile jkn mantap;";mobile JKN mantap;['mobile', 'JKN', 'mantap'];['mobile', 'JKN', 'mantap'];['mobile', 'JKN', 'mantap'];['mobile', 'jkn', 'mantap'];Positif
Pengguna Google;5;2025-12-30 02:25:26;"memudahkan;";"memudahkan;";memudahkan;['memudahkan'];['memudahkan'];['memudahkan'];['mudah'];Positif
Titin Kartini;5;2025-12-23 04:51:28;"terima kasih;";"terima kasih;";terima kasih;['terima', 'kasih'];['terima', 'kasih'];['terima', 'kasih'];['terima', 'kasih'];Netral
Pengguna Google;5;2026-01-05 22:41:18;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;1;2026-01-05 04:35:10;"apk se genting & se urgen ini sering bgt eror internet padahal sinyal kencang. mungkin klo ada pilihan lain syh gk bakal pake ini apk. mengecewakan;";"apk se genting & se urgen ini sering bgt eror internet padahal sinyal kencang. mungkin klo ada pilihan lain syh gk bakal pake ini apk. mengecewakan;";apk se genting & se urgen ini sering bgt eror internet padahal sinyal kencang mungkin klo ada pilihan lain syh gk bakal pake ini apk mengecewakan;['apk', 'se', 'genting', '&', 'se', 'urgen', 'ini', 'sering', 'bgt', 'eror', 'internet', 'padahal', 'sinyal', 'kencang', 'mungkin', 'klo', 'ada', 'pilihan', 'lain', 'syh', 'gk', 'bakal', 'pake', 'ini', 'apk', 'mengecewakan'];['apk', 'se', 'genting', '&', 'se', 'urgen', 'ini', 'sering', 'banget', 'eror', 'internet', 'padahal', 'sinyal', 'kencang', 'mungkin', 'kalau', 'ada', 'pilihan', 'lain', 'syh', 'gk', 'bakal', 'pake', 'ini', 'apk', 'mengecewakan'];['apk', 'genting', '&', 'urgen', 'bgt', 'eror', 'internet', 'sinyal', 'kencang', 'klo', 'pilihan', 'syh', 'gk', 'pake', 'apk', 'mengecewakan'];['apk', 'genting', '', 'urgen', 'bgt', 'eror', 'internet', 'sinyal', 'kencang', 'klo', 'pilih', 'syh', 'gk', 'pake', 'apk', 'kecewa'];Netral
Pengguna Google;5;2026-01-04 00:26:44;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;1;2026-01-11 01:40:09;"mau ambil antrian tingkat lanjut tapi gak bisa kata CS ada gangguan.. aplikasi banyak drama trobelnya;";"mau ambil antrian tingkat lanjut tapi gak bisa kata cs ada gangguan.. aplikasi banyak drama trobelnya;";mau ambil antrian tingkat lanjut tapi gak bisa kata CS ada gangguan aplikasi banyak drama trobelnya;['mau', 'ambil', 'antrian', 'tingkat', 'lanjut', 'tapi', 'gak', 'bisa', 'kata', 'CS', 'ada', 'gangguan', 'aplikasi', 'banyak', 'drama', 'trobelnya'];['mau', 'ambil', 'antrian', 'tingkat', 'lanjut', 'tapi', 'tidak', 'bisa', 'kata', 'CS', 'ada', 'gangguan', 'aplikasi', 'banyak', 'drama', 'trobelnya'];['ambil', 'antrian', 'tingkat', 'gak', 'CS', 'gangguan', 'aplikasi', 'drama', 'trobelnya'];['ambil', 'antri', 'tingkat', 'gak', 'cs', 'ganggu', 'aplikasi', 'drama', 'trobelnya'];Negatif
Pengguna Google;4;2026-01-01 03:40:11;"tolong ditambah riwayat pemeruksaan anggota kelga lain jadi tdk hanya pemegang kartu saja tapi semua nggota bisa dilihat.;";"tolong ditambah riwayat pemeruksaan anggota kelga lain jadi tdk hanya pemegang kartu saja tapi semua nggota bisa dilihat.;";tolong ditambah riwayat pemeruksaan anggota kelga lain jadi tdk hanya pemegang kartu saja tapi semua nggota bisa dilihat;['tolong', 'ditambah', 'riwayat', 'pemeruksaan', 'anggota', 'kelga', 'lain', 'jadi', 'tdk', 'hanya', 'pemegang', 'kartu', 'saja', 'tapi', 'semua', 'nggota', 'bisa', 'dilihat'];['tolong', 'ditambah', 'riwayat', 'pemeruksaan', 'anggota', 'kelga', 'lain', 'jadi', 'tidak', 'hanya', 'pemegang', 'kartu', 'saja', 'tapi', 'semua', 'nggota', 'bisa', 'dilihat'];['tolong', 'ditambah', 'riwayat', 'pemeruksaan', 'anggota', 'kelga', 'tdk', 'pemegang', 'kartu', 'nggota'];['tolong', 'tambah', 'riwayat', 'pemeruksaan', 'anggota', 'kelga', 'tdk', 'pegang', 'kartu', 'nggota'];Netral
Pengguna Google;5;2026-01-06 05:47:05;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-22 01:58:26;"Luar Biasa Menunya Banyak;";"luar biasa menunya banyak;";Luar Biasa Menunya Banyak;['Luar', 'Biasa', 'Menunya', 'Banyak'];['Luar', 'Biasa', 'Menunya', 'Banyak'];['Luar', 'Biasa', 'Menunya', 'Banyak'];['luar', 'biasa', 'menu', 'banyak'];Netral
Pengguna Google;5;2026-01-11 16:53:07;"super cepat atas respon nya.terima kasih untuk semua para petugas BPJS yg baik;";"super cepat atas respon nya.terima kasih untuk semua para petugas bpjs yg baik;";super cepat atas respon nya terima kasih untuk semua para petugas BPJS yg baik;['super', 'cepat', 'atas', 'respon', 'nya', 'terima', 'kasih', 'untuk', 'semua', 'para', 'petugas', 'BPJS', 'yg', 'baik'];['super', 'cepat', 'atas', 'respon', 'nya', 'terima', 'kasih', 'untuk', 'semua', 'para', 'petugas', 'BPJS', 'yang', 'baik'];['super', 'cepat', 'respon', 'nya', 'terima', 'kasih', 'petugas', 'BPJS'];['super', 'cepat', 'respon', 'nya', 'terima', 'kasih', 'tugas', 'bpjs'];Positif
Pengguna Google;5;2026-01-19 20:07:44;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-07 13:53:28;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-07 07:53:34;"josparjosss;";"josparjosss;";josparjos;['josparjos'];['josparjos'];['josparjos'];['josparjos'];Netral
Pengguna Google;4;2026-01-24 11:43:00;"sejauh ini belum ada kendala cuma pas login aja susah kalau sudah log out semoga kedepan aps nya bisa berkembang lebih baik lagi tidak ada bug eror dll lagi terima kasih tim developer;";"sejauh ini belum ada kendala cuma pas login aja susah kalau sudah log out semoga kedepan aps nya bisa berkembang lebih baik lagi tidak ada bug eror dll lagi terima kasih tim developer;";sejauh ini belum ada kendala cuma pas login aja susah kalau sudah log out semoga kedepan aps nya bisa berkembang lebih baik lagi tidak ada bug eror dll lagi terima kasih tim developer;['sejauh', 'ini', 'belum', 'ada', 'kendala', 'cuma', 'pas', 'login', 'aja', 'susah', 'kalau', 'sudah', 'log', 'out', 'semoga', 'kedepan', 'aps', 'nya', 'bisa', 'berkembang', 'lebih', 'baik', 'lagi', 'tidak', 'ada', 'bug', 'eror', 'dll', 'lagi', 'terima', 'kasih', 'tim', 'developer'];['sejauh', 'ini', 'belum', 'ada', 'kendala', 'cuma', 'tepat', 'login', 'saja', 'susah', 'kalau', 'sudah', 'log', 'out', 'semoga', 'kedepan', 'aps', 'nya', 'bisa', 'berkembang', 'lebih', 'baik', 'lagi', 'tidak', 'ada', 'bug', 'eror', 'dll', 'lagi', 'terima', 'kasih', 'tim', 'developer'];['kendala', 'pas', 'login', 'aja', 'susah', 'log', 'out', 'semoga', 'kedepan', 'aps', 'nya', 'berkembang', 'bug', 'eror', 'dll', 'terima', 'kasih', 'tim', 'developer'];['kendala', 'pas', 'login', 'aja', 'susah', 'log', 'out', 'moga', 'depan', 'aps', 'nya', 'kembang', 'bug', 'eror', 'dll', 'terima', 'kasih', 'tim', 'developer'];Negatif
Pengguna Google;1;2026-01-12 03:02:17;"sampah;";"sampah;";sampah;['sampah'];['sampah'];['sampah'];['sampah'];Netral
Pengguna Google;3;2026-01-17 16:01:16;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-21 10:15:37;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Fatah putra;5;2025-12-24 03:03:24;"top lah;";"top lah;";top lah;['top', 'lah'];['top', 'lah'];['top'];['top'];Netral
Pengguna Google;5;2026-01-09 23:20:56;"Layanan mantap 👍👍;";"layanan mantap 👍👍;";Layanan mantap ;['Layanan', 'mantap'];['Layanan', 'mantap'];['Layanan', 'mantap'];['layan', 'mantap'];Positif
Pengguna Google;5;2025-12-30 11:21:13;"Aplikasi ini sangat membantu.;";"aplikasi ini sangat membantu.;";Aplikasi ini sangat membantu;['Aplikasi', 'ini', 'sangat', 'membantu'];['Aplikasi', 'ini', 'sangat', 'membantu'];['Aplikasi', 'membantu'];['aplikasi', 'bantu'];Positif
Pengguna Google;5;2026-01-19 08:40:47;"sanggat bagus;";"sanggat bagus;";sanggat bagus;['sanggat', 'bagus'];['sanggat', 'bagus'];['sanggat', 'bagus'];['sanggat', 'bagus'];Positif
Fu Lu Shou Xing;5;2025-12-25 12:04:11;"Sangat membantu;";"sangat membantu;";Sangat membantu;['Sangat', 'membantu'];['Sangat', 'membantu'];['Sangat', 'membantu'];['sangat', 'bantu'];Positif
Pengguna Google;5;2025-12-31 06:54:53;"sangat2 mempermudah;";"sangat2 mempermudah;";sangat mempermudah;['sangat', 'mempermudah'];['sangat', 'mempermudah'];['mempermudah'];['mudah'];Positif
Pengguna Google;5;2026-01-09 15:32:08;"sangat membantu. terima kasih😇👍🙏🇮🇩;";"sangat membantu. terima kasih😇👍🙏🇮🇩;";sangat membantu terima kasih;['sangat', 'membantu', 'terima', 'kasih'];['sangat', 'membantu', 'terima', 'kasih'];['membantu', 'terima', 'kasih'];['bantu', 'terima', 'kasih'];Positif
Pengguna Google;1;2026-01-17 02:06:03;"pas mau rujuk ini disuruh isi no hp kenapa pas saya mau kasih no hp selalsu ada bacaan permintaan anda belom dapat di proses;";"pas mau rujuk ini disuruh isi no hp kenapa pas saya mau kasih no hp selalsu ada bacaan permintaan anda belom dapat di proses;";pas mau rujuk ini disuruh isi no hp kenapa pas saya mau kasih no hp selalsu ada bacaan permintaan anda belom dapat di proses;['pas', 'mau', 'rujuk', 'ini', 'disuruh', 'isi', 'no', 'hp', 'kenapa', 'pas', 'saya', 'mau', 'kasih', 'no', 'hp', 'selalsu', 'ada', 'bacaan', 'permintaan', 'anda', 'belom', 'dapat', 'di', 'proses'];['tepat', 'mau', 'rujuk', 'ini', 'disuruh', 'isi', 'no', 'hp', 'kenapa', 'tepat', 'saya', 'mau', 'kasih', 'no', 'hp', 'selalsu', 'ada', 'bacaan', 'permintaan', 'anda', 'belom', 'dapat', 'di', 'proses'];['pas', 'rujuk', 'disuruh', 'isi', 'no', 'hp', 'pas', 'kasih', 'no', 'hp', 'selalsu', 'bacaan', 'permintaan', 'belom', 'proses'];['pas', 'rujuk', 'suruh', 'isi', 'no', 'hp', 'pas', 'kasih', 'no', 'hp', 'selalsu', 'baca', 'minta', 'bom', 'proses'];Netral
Pengguna Google;5;2026-01-23 08:04:09;"pelayayanan bagus dan cepat . abangnya ganteng wkwkw makasih ya;";"pelayayanan bagus dan cepat . abangnya ganteng wkwkw makasih ya;";pelayayanan bagus dan cepat abangnya ganteng wkwkw makasih ya;['pelayayanan', 'bagus', 'dan', 'cepat', 'abangnya', 'ganteng', 'wkwkw', 'makasih', 'ya'];['pelayayanan', 'bagus', 'dan', 'cepat', 'abangnya', 'ganteng', 'wkwkw', 'makasih', 'ya'];['pelayayanan', 'bagus', 'cepat', 'abangnya', 'ganteng', 'wkwkw', 'makasih', 'ya'];['pelayayanan', 'bagus', 'cepat', 'abang', 'ganteng', 'wkwkw', 'makasih', 'ya'];Positif
Pengguna Google;5;2025-12-30 02:25:47;"godd;";"godd;";godd;['godd'];['godd'];['godd'];['godd'];Netral
Pengguna Google;5;2026-01-18 22:52:59;"memudahkan sekali;";"memudahkan sekali;";memudahkan sekali;['memudahkan', 'sekali'];['memudahkan', 'sekali'];['memudahkan'];['mudah'];Positif
Pengguna Google;5;2026-01-21 08:29:50;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Pengguna Google;5;2026-01-09 23:26:42;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Pengguna Google;1;2026-01-05 11:12:23;"masa ga bisa bni? harus bikin rek baru buat bpjs? kocak;";"masa ga bisa bni? harus bikin rek baru buat bpjs? kocak;";masa ga bisa bni harus bikin rek baru buat bpjs kocak;['masa', 'ga', 'bisa', 'bni', 'harus', 'bikin', 'rek', 'baru', 'buat', 'bpjs', 'kocak'];['masa', 'ga', 'bisa', 'bni', 'harus', 'membuat', 'rek', 'baru', 'buat', 'bpjs', 'kocak'];['ga', 'bni', 'bikin', 'rek', 'bpjs', 'kocak'];['ga', 'bni', 'bikin', 'rek', 'bpjs', 'kocak'];Netral
Pengguna Google;5;2025-12-30 03:23:04;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;3;2025-12-31 07:44:35;"sekarang peraturan bpjs susah banget. masuk ke igd harus yg bnr2 sekarat. br bisa di cover bpjs. jangan disuruh bayarnya doang dong gnti tuh peraturan.;";"sekarang peraturan bpjs susah banget. masuk ke igd harus yg bnr2 sekarat. br bisa di cover bpjs. jangan disuruh bayarnya doang dong gnti tuh peraturan.;";sekarang peraturan bpjs susah banget masuk ke igd harus yg bnr sekarat br bisa di cover bpjs jangan disuruh bayarnya doang dong gnti tuh peraturan;['sekarang', 'peraturan', 'bpjs', 'susah', 'banget', 'masuk', 'ke', 'igd', 'harus', 'yg', 'bnr', 'sekarat', 'br', 'bisa', 'di', 'cover', 'bpjs', 'jangan', 'disuruh', 'bayarnya', 'doang', 'dong', 'gnti', 'tuh', 'peraturan'];['sekarang', 'peraturan', 'bpjs', 'susah', 'sangat', 'masuk', 'ke', 'igd', 'harus', 'yang', 'bnr', 'sekarat', 'baru', 'bisa', 'di', 'cover', 'bpjs', 'jangan', 'disuruh', 'bayarnya', 'doang', 'dong', 'gnti', 'itu', 'peraturan'];['peraturan', 'bpjs', 'susah', 'banget', 'masuk', 'igd', 'bnr', 'sekarat', 'br', 'cover', 'bpjs', 'disuruh', 'bayarnya', 'doang', 'gnti', 'tuh', 'peraturan'];['atur', 'bpjs', 'susah', 'banget', 'masuk', 'igd', 'bnr', 'sekarat', 'br', 'cover', 'bpjs', 'suruh', 'bayar', 'doang', 'gnti', 'tuh', 'atur'];Negatif
